Wavelength,A,B,C,D,E,F,G,H,I,J,K,L
525.0700073,0.30281806,0.324623317,0.106520534,0.135779157,0.089776643,0.042656492,19.40020561,192.7523499,0.31342119,0.791351974,14.6674099,3.140087366
525.9699707,0.508474827,0.639978826,0.198873192,0.228148952,0.184941664,0.167209849,19.69326019,191.740036,0.357150048,0.844731689,14.43911266,3.076980591
527.0100098,0.044701774,0.387174249,0.044173792,0.044459354,0.093055323,0.086097591,19.23679543,186.6859436,0.012985743,0.916750073,14.89748096,2.912885189
528.0499878,0.31234473,0.365240395,0.124382831,0.119355261,0.303733081,0.027350837,18.18481064,181.6694336,0.245986834,0.808565319,14.10134125,3.078514814
528.9500122,0.312118739,0.382150203,0.028269455,-0.091436446,0.120077372,0.193030015,17.43049431,177.9144287,0.124193765,0.644632638,14.16234875,2.715916395
530,0.260707587,0.568997681,0.027941197,0.060096383,0.271926433,0.104394846,17.47542572,174.6806335,0.106510602,0.739570975,13.15430737,2.661917686
531.0200195,0.228398562,0.273318768,0.076460853,-0.109432861,0.045159459,0.274248153,16.64369965,170.5382385,0.109408557,0.961429894,13.00979042,2.692549706
532.0499878,0.364539266,0.486321896,0.181369603,0.074129619,0.261671931,0.275677562,16.87003517,164.539566,0.296461463,0.783653855,12.68250465,2.778123379
532.9400024,0.183416009,0.320690841,0.089743011,0.105653785,0.076236069,0.180525735,16.81443596,163.4970398,0.311681092,0.671654165,13.13569355,3.016578436
533.9699707,0.333626181,0.397023767,0.044039592,0.213811919,0.277623802,0.150360271,15.7923317,157.7693329,0.266536951,0.89706558,12.38689327,2.193768978
535,0.318190336,0.503640533,-0.109564878,0.232107237,-0.078462355,0.135873944,15.32917309,154.3406219,0.39062652,0.725877762,12.2848835,2.500840425
536.0200195,0.229803175,0.273316503,-0.063725673,0.105304219,0.21224153,-0.032205682,14.78448296,150.1036224,0.219300538,0.770321727,11.79026604,2.575730085
537.0499878,0.182306826,0.526079178,0.091822647,0.166211575,0.122357845,0.013465202,14.3493185,145.9846039,0.216751337,0.617918134,11.53632164,2.308405638
537.9400024,0.183948115,0.494823933,0.05885759,0.227946326,-0.094436854,0.043745626,14.76976871,143.1665192,0.172901243,0.494416475,11.41222572,2.570962429
538.9699707,0.073224403,0.166415259,0.042555761,-0.032489724,0.105134673,0.105718128,14.15347672,140.7062988,0.300163239,0.667985618,11.01216221,2.431935787
540,0.167547107,0.363517284,0.408323675,0.169351831,0.364796281,0.119855925,14.37753963,135.6112518,0.153628886,0.568638802,10.71048355,2.205598354
541.039978,-0.059794575,0.213814691,0.24517183,0.210890144,0.213463381,0.423891872,14.07141018,133.5898743,0.144810677,0.567168891,10.21133423,2.505869865
541.9400024,0.339595944,0.397138387,-0.051858902,-0.154272512,0.04246198,-0.049145747,13.32869625,129.6049805,0.370965958,0.538041115,10.591959,1.962034345
542.9799805,0.302642316,0.291953564,0.029675012,0.08889848,0.166675985,0.093018427,12.8476963,127.6717224,0.203067377,0.727393985,10.20653629,2.240613222
544.0200195,0.28843081,0.183199599,0.306115151,-0.019263079,-0.001647333,0.106286347,12.5413866,123.9289551,0.468129426,0.506917357,9.948769569,2.125435591
545.0700073,0.136262387,0.092128344,-0.063966401,-0.019105969,0.060230974,0.355788261,12.339921,120.4690704,0.239180237,0.538904309,9.749752045,2.117557049
545.9699707,0.216748819,0.277620286,0.071202643,0.093475193,-0.033937145,0.215089276,11.96155643,118.8009033,0.028960967,0.692623675,9.634543419,1.963557243
547.0100098,0.215100154,0.259168059,-0.032719411,0.027431101,0.013097222,0.21278666,11.82330894,114.6621399,0.425410926,0.725471497,9.041707039,2.058289766
548.0499878,0.247878119,0.244308293,0.10602691,0.044135761,0.135862142,0.274667352,11.51006794,112.0252991,0.211502701,0.47777608,9.179798126,2.165288687
548.9500122,0.197638497,0.411348581,0.183361679,0.029618159,0.183223382,0.179354161,11.3536911,108.9346771,0.170956671,0.521060765,8.849702835,1.790977478
550,-0.108869121,0.170280784,-0.049899627,-0.017218748,0.181121782,0.279714912,11.05104351,106.7660217,0.340778649,0.520176113,8.526268959,1.864307046
551.0200195,0.276652426,0.353050023,0.101057105,-0.001861284,0.089179493,0.309031457,11.17487049,105.2146606,0.232165352,0.629511297,8.285262108,1.74209547
552.0499878,0.432222366,0.121247836,0.157196939,0.073172055,0.133687839,0.446904451,10.53695297,101.5369644,0.25872609,0.514863551,8.151041985,1.702703238
552.9400024,0.241654113,0.216488674,0.195991218,0.16803737,0.317306459,0.213929921,10.4009304,98.37926483,0.337137789,0.530108094,8.146807671,1.615725756
553.9699707,0.137948155,0.245001003,0.015269935,0.013398554,0.183297008,0.029248148,9.748939514,96.12702179,0.419151843,0.47367245,8.028682709,1.773121238
555,0.199150503,0.109424368,0.029056495,-0.108909436,0.255313277,0.090881936,9.568964005,92.94758606,0.275163531,0.629616141,7.776115417,1.680643916
556.0200195,0.262975901,0.064047642,0.199324071,0.349556923,0.210913196,0.10681545,9.978899002,91.24123383,0.325043529,0.541886032,7.370205879,1.534880996
557.0499878,0.122701272,0.491945148,-0.032537065,-0.135977969,0.211906478,0.435909063,9.2046175,88.07037354,0.203917235,0.522042155,7.119421959,1.458971858
557.9400024,0.135996193,0.367885888,0.074802548,-0.078785516,0.150309011,0.232585684,8.971436501,85.91472626,0.280358285,0.513747573,6.843849659,1.67887938
558.9699707,0.106264778,0.185723141,0.196651936,-0.033406038,0.135582939,0.030978898,9.016245842,83.73365021,0.151916236,0.412699312,6.839772224,1.427829385
560,0.167559758,0.09018904,-0.092066154,0.104930684,0.210970253,0.23071076,8.617061615,81.74169159,0.236015305,0.451431274,6.820092678,1.282447696
561.039978,0.184081271,0.10886053,-0.188225687,0.074141935,0.058828659,0.152082831,7.993677616,80.13684082,0.264524698,0.433077902,6.365973473,1.478889346
561.9400024,-0.095314465,-0.093997471,0.061330624,0.180125788,0.105509333,0.264233351,7.70741415,76.88931274,0.049470637,0.428420812,6.259458542,1.573653817
562.9799805,0.059907299,0.185198456,0.126146063,0.120518945,0.148657396,0.062603846,7.915486813,74.38776398,0.296465069,0.656722486,5.903340816,1.435686588
564.0200195,0.280048132,0.043234702,0.076265812,-0.047695428,-0.001274412,-0.018191943,7.49480772,71.81075287,0.219058484,0.430513561,5.699415684,1.407485366
565.0700073,-0.035144504,0.14965193,-0.017751755,0.015965169,0.152411178,0.137689903,7.505992413,69.49738312,0.232861519,0.555799246,5.615908146,1.486131668
565.9699707,0.186622903,0.105993502,0.046448458,-0.017552326,0.213567331,0.123951234,7.131299019,68.91757965,0.155382901,0.38323617,6.042210102,1.204515338
567.0100098,0.106135763,0.213945374,-0.062605411,0.045195904,0.044958964,0.26126653,6.913412571,66.43373871,0.26788795,0.442399114,5.528091431,1.445368528
568.0499878,0.06192727,0.152165458,0.015467241,0.120497473,0.532285571,0.106510535,6.95250845,65.38414764,0.264968813,0.415133983,5.046576023,1.142780066
568.9500122,0.09116628,0.089769915,0.199210152,0.05807744,0.305242986,0.293432325,6.471745014,63.36167908,0.187827021,0.417090923,5.140968323,1.085140347
570,0.121096753,0.181615979,-0.017440205,0.028380012,0.387147218,-0.000445724,6.604730606,61.549366,0.140041605,0.339950949,5.428647518,1.223577499
571.0200195,0.199049816,0.059981719,0.093431838,0.014161874,0.150961265,-0.001419958,6.301347733,60.40642548,0.32923004,0.43057248,5.125905037,0.932744622
572.0499878,-0.016606769,0.06262055,0.000811533,0.013334811,0.060971122,0.200165257,5.984864712,57.26532745,0.205240086,0.63027215,5.059209824,1.139807701
572.9400024,0.213188037,0.214226902,0.028978243,-0.001226505,0.029424617,0.134690613,5.567664623,56.9530983,0.143103942,0.215245411,4.738464832,1.221665978
573.9699707,0.28854999,0.290875465,0.184788019,0.106568307,0.256554335,0.138141677,5.848660946,54.16474915,0.263948441,0.600034773,4.536127567,0.992909133
575,0.073932126,0.072850831,0.030647153,-0.033461507,0.122330159,0.044480577,5.573993683,53.62343979,0.266970128,0.216472,4.379396915,1.120805264
576.0200195,0.195933715,0.106025428,-0.001723617,0.075332582,0.211107403,0.106884606,5.169792652,51.63017273,0.046326946,0.39906773,4.422282219,0.920391202
577.0499878,0.181836292,0.044550121,0.013508931,0.230940804,0.271177203,0.182629332,5.600500584,50.45437622,0.126051903,0.171733007,4.146150112,1.164079428
577.9400024,0.013127671,0.246025547,0.044837192,0.148592904,-0.00251228,0.076184124,4.904062271,48.62855148,0.282087207,0.449573755,3.984397888,0.762565434
578.9699707,0.243093029,0.153824002,0.121240124,-0.047055293,0.330714494,-0.018181127,4.983437061,47.93389511,0.293355823,0.337427616,4.128773212,1.147137523
580,-0.078594238,0.229575813,-0.139838547,0.289916098,0.211904302,0.183925763,4.649225712,47.14152527,0.122898929,0.355819255,4.313601017,0.999669671
581.0200195,0.10536401,0.122277647,0.276106417,0.090830565,0.103673481,0.011734546,4.980306625,45.033741,0.095419489,0.185328394,3.863075972,0.931433022
582.0499878,0.089310519,0.028696554,0.061237469,0.011468922,0.168331936,0.089427136,4.451183319,43.07689285,0.142834321,0.512337446,3.675211906,0.676809073
582.9400024,0.122008644,0.16558376,0.02997674,0.029044116,0.382541657,0.295959204,4.905945301,42.73719406,-0.02893866,0.319411844,3.388509512,0.683634043
583.9699707,0.045018323,0.135925248,0.246246949,0.215123043,0.073765367,0.030959448,4.388354778,41.46899414,0.221163467,0.356621295,3.688613653,0.802152813
585,-0.049507353,0.134752333,0.027000388,-0.141291753,0.305288881,0.185886219,4.246067047,39.32609558,0.299948186,0.550163329,3.57448864,0.869705856
586.0200195,0.180004433,0.105765238,-0.111018233,0.118827462,0.211886779,0.186937079,4.243112087,38.63360977,0.297669292,0.464528054,3.076188564,0.90377444
587.0499878,0.013860713,0.179092586,-0.001445199,0.074525692,0.149594471,0.014354627,3.886513472,36.98985672,0.18697615,0.388655096,3.445944309,0.730062604
587.9400024,-0.15543367,0.273057789,0.106087744,0.182220131,-0.002615837,0.198651448,4.050714493,35.75041199,0.244178027,0.373699784,3.185781002,0.76415956
588.9699707,0.266163945,0.166150972,-0.063367888,0.10550493,0.121200427,0.091114089,3.789198637,34.57973099,0.233532652,0.354148537,3.035678864,0.731697738
590,0.214048728,0.333258718,-0.125273272,0.014347826,0.224304125,0.355305731,3.730200768,33.67169189,0.203876048,0.124246061,2.917350054,0.872688472
591.0200195,0.092611127,0.337189883,-0.033743907,0.043194454,0.20914261,0.231982917,3.621827602,32.97123718,0.159207508,0.452139288,2.956663847,0.730685115
592.0499878,-0.018551597,0.379818827,0.013952654,-0.001745655,0.357744217,0.200577065,3.295092106,31.59737015,0.236332372,0.341755211,2.949665546,0.72773546
592.9400024,-0.031849246,-0.047717627,0.044222325,0.074377052,0.323619336,0.166520968,3.559911728,31.13603592,0.470676273,0.418042511,2.901608944,0.773098171
593.9699707,0.247998819,0.244630635,-0.096522413,0.029842371,0.199026421,0.135966256,3.451014519,30.06469154,0.172254667,0.310170174,2.854475498,0.833776653
595,-0.00019896,0.228360921,-0.126690477,0.076314688,0.153419063,0.199370012,3.019472599,28.89630127,0.1422216,0.370154977,2.636627436,0.743567526
596.0200195,-0.063843504,0.183796182,-0.094061464,0.013383548,-0.032186124,-0.015410412,3.108187199,28.35949898,0.301705241,0.306651145,2.500885963,0.725090027
597.0499878,0.233476147,0.120756656,0.203003928,-0.109236129,0.090331644,0.138339102,3.346530914,27.69755554,0.26444912,0.340118736,2.374844313,0.688422144
597.9400024,0.198879361,0.01257696,0.000843227,0.048308786,0.121777088,0.140699282,3.072785139,27.06149864,0.292317718,0.215018645,2.461056948,0.531314254
598.9699707,0.120917879,0.225245446,0.030182093,-0.032147121,0.027535105,0.108969346,2.982824564,25.6083622,0.111418679,0.353413254,2.815888882,0.724568248
600,0.244030446,-0.001989892,0.138199404,0.027264616,0.029884303,0.09199959,2.840582132,25.55874825,0.225118116,0.292742491,2.31017518,0.807934165
601.0100098,0.060937103,0.271599054,-0.093997285,0.165001214,0.076059602,0.217059135,2.68924737,24.49864388,0.171317428,0.18483761,2.03069663,0.634033978
602.0200195,0.075278543,0.012522905,-0.109673075,0.029155102,0.228383839,0.267603248,2.761840343,23.58521461,0.185655013,0.478181809,2.202389002,0.487215817
603.039978,0.060779363,0.241134405,-0.032226048,0.136012256,0.059233863,0.13822484,2.292437315,22.99159241,0.094506681,0.417745829,2.155058622,0.708520234
604.0499878,0.194812283,0.103637449,0.12396697,0.150888294,0.246218234,-0.047452942,2.591817141,21.87799454,0.159817979,0.261107504,1.914011717,0.812925696
605.0700073,0.04683958,0.151741236,-0.201916888,0.104859576,0.122038342,0.123029277,2.564275265,22.10476303,0.185596705,0.167802259,1.863312483,0.674841464
605.9400024,0.028553078,-0.124718472,0.059348702,-0.001836651,0.059999991,0.107480086,2.499211073,21.01309013,0.029821623,0.306362063,2.190911531,0.76263231
606.9500122,0.250185788,0.150289193,-0.047489602,-0.065305687,0.075238802,0.014813647,2.502361774,19.75784492,0.191464856,0.447357118,1.98352778,0.571659684
607.9699707,0.21443443,0.136186078,-0.124828622,0.150978133,0.258466005,0.09115617,2.231228828,19.79594994,0.06270086,0.27736035,1.884165406,0.691726089
608.9799805,0.339140266,0.179853827,0.18336314,0.229600474,0.165892556,0.183266506,2.205244541,19.13030243,0.250577897,0.260645956,1.853365302,0.459605008
610,0.24881655,0.319684446,0.044894729,-0.048220254,0.229849026,0.013451576,2.110752344,18.33541489,0.12564823,0.166859001,1.94559443,0.627156138
611.0200195,-0.0022554,0.27244854,-0.064424627,0.166891113,-0.032035854,0.184758127,2.241348028,17.24033737,0.047093939,0.044471007,2.098313808,0.786722243
612.0499878,-0.001503085,0.271904945,0.136580244,0.167664379,0.0786006,0.167998731,1.995445967,17.37754631,0.07696417,0.09356305,1.854048014,0.736871481
612.9400024,0.076526172,0.07553491,0.120132312,-0.187244132,0.138160631,0.246213064,2.048207998,16.93272972,0.092997603,0.298818946,1.620070338,0.455295652
613.9699707,-0.017541489,0.104604565,0.002273793,0.078205623,0.124272026,0.404921711,2.074301481,16.35171127,-0.003158983,0.235250741,1.666691065,0.467176288
615,0.215463743,0.058619969,-0.017480541,-0.013270855,-0.095081761,0.04489103,2.38082099,15.6097393,0.171773166,0.19774361,1.634708047,0.480523437
616.0200195,-0.01647388,0.335497111,-0.140224516,-0.078995027,0.0741577,0.181856066,2.138429165,15.47879219,0.090014935,0.075122595,1.56588757,0.560278118
617.0499878,0.121893875,0.33435005,-0.033748802,0.091557033,0.235137746,0.168120176,1.71446228,14.11244106,-3.09E-05,0.379745036,1.480555892,0.519993246
617.9400024,0.214124873,0.16272524,0.286417604,0.078112029,0.351282507,0.232139394,1.747881413,13.99347878,0.13823764,0.303493798,1.468499541,0.680029452
618.9699707,0.368198723,0.180296525,-0.093412027,0.136879236,0.106114261,0.233265162,2.038990259,14.17847824,0.061391413,0.212527186,1.55504787,0.513575018
620,0.105547845,0.119889341,-0.061429944,-0.035968482,-0.051788963,0.106320947,1.99724865,13.60602951,0.270709366,0.325414598,1.268568039,0.544996142
621.0100098,0.196925491,0.304809988,0.212850258,-0.017454743,0.232176617,-0.154548764,1.888537526,12.92302036,0.319672257,0.426911801,1.260672331,0.587823629
622.0200195,0.199630112,0.30004698,0.075980112,-0.076412022,0.153901726,-0.03277266,1.985511422,12.47733402,0.047918901,0.259591579,1.191166878,0.563226819
623.039978,0.04326966,0.227141455,0.121809736,-0.09490782,0.24798286,0.091166794,1.683248043,12.13536644,0.252371162,0.168495789,1.459418058,0.475331813
624.0499878,0.091405176,0.088766322,0.118382171,0.14165768,-0.00050765,0.0614383,1.616981149,11.65430355,0.340352029,0.105311625,1.67118299,0.635616183
625.0700073,-0.018506335,0.347252429,0.230507568,0.106914051,0.12269745,-0.110565282,1.533152342,11.61455345,0.231024578,0.248576596,1.108080626,0.563038468
625.9400024,0.249058053,0.119056687,-0.125351176,0.059861775,0.19021447,0.031524152,1.768741012,10.97443104,0.26557368,0.245836452,1.233355641,0.613225162
626.9500122,0.169621423,0.14951022,-0.031586777,0.151131347,-0.001523949,0.154498637,1.526828527,10.63857841,0.093812004,0.262588322,1.160774946,0.411114931
627.9699707,0.045580339,-0.000986884,-0.001691019,0.060507126,0.265384913,0.229999825,1.383211493,10.51746273,0.215700254,0.136372998,1.109155774,0.470407397
628.9799805,0.309289485,0.230977461,0.136565551,0.086711444,0.309320509,0.062017672,1.465595722,9.687020302,-0.000935047,0.165306047,1.289651513,0.581323326
630,0.334920883,0.289776921,0.213658974,-0.093324155,0.107601307,0.030685252,1.324849248,9.575436592,0.343136311,0.21211201,1.47226131,0.322413355
631.0100098,0.307286918,0.122756749,-0.048012182,0.060810238,0.077383727,-0.09512224,1.495816827,9.089897156,0.059907895,0.136015922,1.198997855,0.509412766
632.0200195,0.200047702,0.341934323,0.04303978,0.042258661,-0.045171369,0.197132558,1.260962367,9.023842812,0.109722652,0.137588337,1.27893889,0.587460935
633.039978,0.106680572,0.104648173,-0.077505864,0.058847215,0.200284526,0.044323221,1.410258293,8.901782036,-0.017297009,0.183356345,1.157296181,0.461092055
634.0499878,0.236549988,0.058329377,-0.155065596,-0.061750975,-0.047736153,0.104780875,1.15917027,8.680317879,0.139801636,0.121627405,1.059427619,0.507527947
635.0700073,0.213377938,0.212599322,0.074820846,0.087760121,0.0930354,-0.014206727,1.255073905,8.137681961,0.202944621,0.106750302,0.943894923,0.528428495
635.9400024,0.181860924,0.029339522,0.0764632,0.05822612,0.077089459,0.122376695,0.978429318,7.963657379,0.092997737,0.231323049,1.182572842,0.30913192
636.9500122,0.308856696,0.411632896,0.217790827,0.000189523,-0.002432103,0.151416719,1.346688271,7.701746464,0.355676591,0.261710882,1.186556816,0.635606408
637.9699707,0.170060843,0.402112305,0.198163793,-0.094919004,0.199001715,-0.077509925,1.019340158,7.332919121,0.107908979,0.167855769,0.993838012,0.356908113
638.9799805,0.354352444,0.121434905,0.016385943,-0.029333621,0.214749172,-0.109785512,1.031735897,7.336912632,0.122802086,0.353184134,0.977655947,0.492835671
640,0.389690042,0.346942455,0.012609358,-0.017403748,0.176327243,0.136457607,1.346732974,6.86438036,0.155895889,0.10641104,0.922763407,0.592653573
641.0100098,0.278389692,0.274889588,-0.089820564,-0.034327846,0.149796963,0.139307335,1.075373411,6.713586807,0.106973112,0.183870494,1.063134789,0.453822434
642.0200195,0.341143549,-0.079065204,0.120784961,0.169773474,-0.079150863,0.043293219,1.36363399,6.416117668,0.284527808,0.260619491,0.870152772,0.601173937
643.039978,0.294554025,0.182240546,0.104411915,-0.124690883,0.214212835,-0.001462103,1.058413267,6.312128067,-0.063091263,0.258700103,0.750049353,0.525372565
644.0499878,0.155070171,0.150491133,0.104744904,0.118094049,0.042453289,0.215199873,0.915880621,6.109353065,0.297719002,-0.07913699,0.741961181,0.453676224
645.0700073,0.139268741,0.276343137,0.104716502,-0.190395877,0.166528836,0.030714124,0.863413096,5.859135628,0.123855256,0.263832539,0.991203427,0.49063164
645.9400024,0.20048669,0.155921459,0.121019512,0.155567423,0.38917473,0.060007684,0.794103622,5.790956974,0.046629202,0.26050359,0.720880568,0.554124713
646.9500122,0.217104569,0.245801672,-0.0175198,0.12238577,0.245435819,-0.142518878,1.202027798,5.457638264,0.15568696,0.014296685,0.861920893,0.465423852
647.9699707,0.276149064,0.326133192,-0.154427707,0.172526687,-0.096385852,0.228994682,1.20970273,5.728644371,0.093162179,0.046132553,0.924391449,0.329526216
648.9799805,0.092311494,0.215416253,0.044668451,0.076238044,0.07477089,-0.00238135,0.9897874,5.151083946,-0.008446991,0.152566046,0.676712632,0.368944109
650,0.390222848,0.171109542,-0.032100309,0.013049443,-0.000802581,0.170268446,1.106216192,4.920125961,0.124187835,0.198835373,0.991523445,0.466120273
651,0.262382716,0.179551289,-0.125952303,-0.032354761,0.138866037,0.07441923,1.112919569,4.952395439,0.152093619,0.258838207,0.865571857,0.493616611
652,0.267330945,0.272862852,-0.018953443,0.046070006,0.279933363,0.169462785,1.050112128,4.63299036,0.126385719,0.242578894,0.765705943,0.450226486
653,0.186270073,0.182949409,0.07354708,0.136460975,0.183957785,-0.017944718,1.088169456,4.380950928,0.106706061,0.10233704,0.797281385,0.532639921
654,0.325650632,0.140143037,0.136180669,0.061291803,0.09134078,0.182423756,1.036676288,4.451904774,-0.063342586,0.242698982,0.744610012,0.417410791
655,-0.001732757,0.150495827,-0.016509598,-0.110332303,0.087669373,0.013583939,1.231496334,4.048285007,0.375751674,0.090313055,0.863874137,0.495157391
656,0.134244308,0.294889987,0.027455756,0.231671736,0.11036446,0.125664458,0.828057766,3.955099583,0.111290157,0.202870488,0.694126487,0.481803417
657,0.121296495,0.307052523,-0.093408175,0.045946244,0.366627276,0.04474299,1.152219892,4.101476669,0.168638691,0.090772972,0.627557576,0.529929102
658,0.18646197,0.152836293,-0.090758957,-0.248717845,0.176910818,0.120269068,0.955641985,3.779909134,0.153824121,0.306410641,0.875744581,0.521511138
659,0.203741193,0.120616674,0.046919636,0.090789288,-0.058997754,0.432351023,1.142969012,3.442589998,0.262233436,0.34275198,0.736306429,0.503451645
660,0.218747452,0.294579506,0.16825375,0.185384557,-0.017298782,0.185651928,1.014662027,3.718451977,0.185932919,0.029343106,0.611342609,0.509956896
661.0100098,0.35536471,0.33714518,-0.016651258,0.168758333,0.149585441,0.138586968,0.865243554,3.504935026,-0.066753216,0.230915159,0.744448543,0.315797418
662.0200195,0.169321537,0.12454275,-0.04878946,0.293239296,0.075590804,0.181145296,0.878692687,3.582165718,0.061701927,0.166695416,1.054314613,0.310945988
663.039978,0.062048506,0.244634658,0.092446402,0.228761345,0.118911848,0.183937609,0.962384224,3.335048199,0.169414654,0.20907101,0.699623108,0.435089648
664.0499878,0.386720747,0.183550969,-0.186295167,-0.031789243,0.106061347,0.213542655,0.873134315,3.119298458,-0.000281218,0.333771855,0.893282473,0.533059955
665.0700073,0.355435878,0.061843153,-0.032435406,0.243384078,0.108726338,0.211294398,1.134753942,3.011740923,0.198139757,0.398340017,0.558549762,0.414133132
665.9400024,0.155090869,0.122503765,-0.123401709,0.169506475,0.079863645,-0.112413101,0.869541168,2.972307444,0.246270105,0.151782885,0.940882742,0.541458488
666.9500122,0.246411085,0.169977263,0.029592114,0.153317466,0.212305293,0.307138979,0.888506591,3.099063158,0.358721703,0.229764581,0.619741142,0.626102209
667.9699707,0.434368521,0.320679784,-0.017686753,0.154715195,0.153816715,0.061091021,0.931200802,2.884688139,0.220501587,0.228847951,0.636892796,0.509697497
668.9799805,0.04312193,0.246063083,0.10628181,-0.217515454,0.199419379,0.089477807,0.839414179,2.681533098,0.263185412,0.185062215,0.977783144,0.649085641
670,0.137321726,0.213402867,0.029853145,0.059122857,0.246456429,0.12317273,0.986169279,2.895025015,0.298592389,0.232902452,0.917063892,0.705543459
671,0.30506447,0.217073813,0.279018641,0.013742536,0.137789711,-0.032957561,0.786792457,2.676757336,0.014388852,0.089795783,0.762335658,0.476011664
672,0.123423904,0.226333052,-0.048371911,0.134887502,0.417010933,0.273791939,0.92745018,2.219949722,0.014358569,0.260671288,0.853378713,0.787826181
673,0.074949354,0.075011455,-0.06185912,-0.093791232,0.140821308,-0.032676708,0.84373796,2.489897966,0.306107849,0.072559521,0.838747621,0.527716935
674,0.377952069,0.04692531,0.048193488,-0.140439868,0.170725361,0.136757314,1.048925638,2.382581711,0.156595364,0.137651712,1.036710978,0.519755006
675,0.323941052,0.232056156,-0.078515105,-0.077543274,0.247654945,0.135370076,1.111916542,2.339754581,0.157247439,0.168606699,1.04122436,0.542602241
676,0.119001024,0.278812051,0.135676324,0.13956745,0.04336435,0.135470003,1.072525024,2.198595285,0.2142649,0.16430898,0.838634372,0.823116124
677,0.139448211,0.226310819,0.217780277,-0.12423978,0.231981397,0.199509904,1.021162033,2.068063736,0.091292426,0.244813874,0.900291324,0.562136471
678,0.205385402,0.257582635,0.058686383,0.150818139,0.090948917,0.231153488,0.975997746,2.200172663,0.199229553,0.089754455,0.829757094,0.822455287
679,0.204674184,0.200401887,0.029653328,0.060489807,0.314654648,0.088857777,1.049090147,2.13799572,0.228615031,0.484192312,0.783926845,0.545096636
680,0.076139443,0.0300711,0.135323107,-0.18665795,0.292199463,0.44677037,1.203756809,2.122246504,0.327162325,0.074354537,0.909416199,0.620066583
